,Date,Open*,High,Low,Close**,Volume,Market Cap
104,"Mar 03, 2019",42853,42996,42158,42312,11 011 517,1 097 017 920
105,"Mar 02, 2019",43217,43532,42480,42838,11 304 263,1 110 675 717
106,"Mar 01, 2019",43112,44113,43078,43279,12 997 144,1 122 108 426
107,"Feb 28, 2019",43245,43725,42948,43123,14 678 619,1 118 064 552
108,"Feb 27, 2019",43329,43822,42097,43270,18 346 578,1 121 874 468
109,"Feb 26, 2019",43965,44019,42798,43304,16 641 229,1 122 751 733
110,"Feb 25, 2019",42168,44568,42168,44043,24 692 110,1 141 916 266
111,"Feb 24, 2019",48727,50460,42064,42456,51 650 807,1 100 757 852
112,"Feb 23, 2019",45982,48885,45719,48593,27 665 133,1 259 878 821
113,"Feb 22, 2019",45041,46163,44838,46163,17 691 042,1 196 867 488
114,"Feb 21, 2019",47584,47779,44740,44969,25 111 686,1 165 921 115
115,"Feb 20, 2019",46177,47665,45291,47551,25 594 089,1 232 864 520
116,"Feb 19, 2019",45682,48026,45656,46158,42 563 543,1 196 753 168
117,"Feb 18, 2019",41468,46690,41380,45605,36 845 046,1 182 410 903
118,"Feb 17, 2019",41027,41844,40612,41452,15 275 650,1 074 721 071
119,"Feb 16, 2019",40619,41254,40569,41026,11 097 836,1 063 679 166
120,"Feb 15, 2019",40536,41366,40253,40600,13 336 096,1 052 637 738
121,"Feb 14, 2019",41136,41355,40222,40540,11 428 290,1 051 089 780
122,"Feb 13, 2019",41755,42310,41048,41118,12 736 280,1 066 068 502
123,"Feb 12, 2019",41680,41991,40635,41751,14 893 311,1 082 479 800
124,"Feb 11, 2019",42772,42772,41485,41733,17 847 243,1 082 007 683
125,"Feb 10, 2019",41050,42994,40007,42830,22 634 047,1 110 446 760
126,"Feb 09, 2019",40775,41990,40456,41058,18 529 365,1 064 517 700
127,"Feb 08, 2019",36399,41207,36228,40751,32 705 206,1 056 553 129
128,"Feb 07, 2019",36651,37182,36332,36396,12 424 740,943 648 357
129,"Feb 06, 2019",37993,37993,36060,36663,17 351 384,950 565 914
130,"Feb 05, 2019",37824,38347,37444,37896,13 348 305,982 536 658
131,"Feb 04, 2019",38130,38595,37796,37857,12 233 074,981 529 402
132,"Feb 03, 2019",39259,39411,37812,38029,12 940 762,985 988 168
133,"Feb 02, 2019",38598,39317,38222,39317,12 312 317,1 019 386 721
134,"Feb 01, 2019",38441,39136,37117,38678,18 778 624,1 002 816 588
135,"Jan 31, 2019",39699,40287,37953,38374,22 222 102,994 926 538
136,"Jan 30, 2019",38177,40075,37798,39656,26 151 501,1 028 152 445
137,"Jan 29, 2019",38713,39420,37044,38251,19 526 240,991 726 129
138,"Jan 28, 2019",41137,41318,37283,38772,30 041 137,1 005 243 462
139,"Jan 27, 2019",42666,42680,40897,41168,20 835 107,1 067 363 755
140,"Jan 26, 2019",42687,43539,42533,42649,13 550 564,1 105 756 797
141,"Jan 25, 2019",43097,43248,42454,42691,12 663 796,1 106 850 088
142,"Jan 24, 2019",42937,43487,42537,43027,12 440 167,1 115 551 802
143,"Jan 23, 2019",43548,44112,42695,42900,15 241 102,1 112 274 745
144,"Jan 22, 2019",42889,44080,41876,43578,22 963 399,1 129 838 202
145,"Jan 21, 2019",43541,43671,42534,42937,16 583 935,1 113 231 795
146,"Jan 20, 2019",45674,45981,42552,43477,26 755 022,1 127 226 431
147,"Jan 19, 2019",44275,46441,43984,45750,23 657 402,1 186 172 183
148,"Jan 18, 2019",45308,45308,43957,44316,18 937 100,1 148 980 462
149,"Jan 17, 2019",44868,46222,44024,45318,38 222 964,1 174 964 368
150,"Jan 16, 2019",42768,45247,42514,44777,35 481 507,1 160 927 551
151,"Jan 15, 2019",44157,44385,42045,42810,24 504 027,1 109 941 703
152,"Jan 14, 2019",40249,44484,40204,44059,30 269 131,1 142 310 312
153,"Jan 13, 2019",43812,43812,39807,40241,21 758 341,1 043 328 640
154,"Jan 12, 2019",44154,44630,43099,43704,18 224 445,1 133 124 203
155,"Jan 11, 2019",44322,45157,42749,44147,35 963 011,1 144 607 284
156,"Jan 10, 2019",52049,54636,42756,44529,91 162 431,1 154 512 658
157,"Jan 09, 2019",48567,52740,48533,52169,55 364 234,1 352 599 204
158,"Jan 08, 2019",48140,50021,46749,48525,34 626 383,1 258 115 426
159,"Jan 07, 2019",49266,50744,47579,47996,45 688 431,1 244 393 599
160,"Jan 06, 2019",44709,49637,44709,49261,51 366 407,1 277 183 981
161,"Jan 05, 2019",43659,45570,43350,44701,25 100 965,1 158 975 656
162,"Jan 04, 2019",42629,44092,42477,43812,16 024 029,1 135 911 589
163,"Jan 03, 2019",45106,45259,42535,42682,21 126 963,1 106 608 706
164,"Jan 02, 2019",42568,45563,41982,45258,24 151 526,1 173 420 170
165,"Jan 01, 2019",40984,42547,40308,42547,14 962 902,1 103 113 660
166,"Dec 31, 2018",43232,43364,40493,41063,19 280 457,1 064 641 798
167,"Dec 30, 2018",41597,43665,40842,43280,27 767 174,1 122 116 468
168,"Dec 29, 2018",41873,43940,41210,41508,30 992 034,1 076 193 322
169,"Dec 28, 2018",37017,42634,36501,41862,26 948 333,1 085 348 670
170,"Dec 27, 2018",41225,41690,36548,36944,22 969 395,957 851 765
171,"Dec 26, 2018",41603,43035,39076,41198,27 218 409,1 068 154 537
172,"Dec 25, 2018",45675,45675,39243,41511,38 493 644,1 076 264 960
173,"Dec 24, 2018",44286,49282,44286,45716,57 936 798,1 185 292 600
174,"Dec 23, 2018",42203,44855,41819,44230,40 656 190,1 146 761 807
175,"Dec 22, 2018",40658,42156,38613,42009,31 227 246,1 089 171 594
176,"Dec 21, 2018",39079,45510,38632,40796,93 581 789,1 057 728 023
177,"Dec 20, 2018",34212,39886,34026,39401,43 040 801,1 021 545 369
178,"Dec 19, 2018",34863,38265,34491,34545,43 168 563,895 652 795
179,"Dec 18, 2018",32820,34912,32167,34735,78 783 798,900 577 014
180,"Dec 17, 2018",29175,33850,29099,32824,37 555 983,851 032 497
181,"Dec 16, 2018",28203,29697,28188,29103,10 366 601,754 560 639
182,"Dec 15, 2018",28395,28568,27791,28274,8 387 951,733 050 648
183,"Dec 14, 2018",29235,29557,27912,28358,9 205 271,735 240 139
184,"Dec 13, 2018",30635,30722,29029,29190,11 234 575,756 817 501
185,"Dec 12, 2018",29439,31115,29305,30609,11 071 814,793 596 929
186,"Dec 11, 2018",30117,30434,28915,29551,10 444 631,766 165 271
187,"Dec 10, 2018",31653,32068,29806,30203,12 553 718,783 071 164
188,"Dec 09, 2018",30643,32515,30227,31693,16 588 924,821 695 910
189,"Dec 08, 2018",29812,31807,28867,30678,19 987 029,795 394 849
190,"Dec 07, 2018",30797,30797,27393,29864,31 750 703,774 280 073
191,"Dec 06, 2018",34318,35501,30798,30798,27 195 357,798 494 898
192,"Dec 05, 2018",37659,37714,34251,34251,26 250 706,888 035 722
193,"Dec 04, 2018",38557,39842,37387,37699,23 563 420,977 433 742
194,"Dec 03, 2018",41874,41884,38027,38671,21 282 053,1 002 625 724
195,"Dec 02, 2018",41350,43286,40690,41672,23 206 023,1 080 429 209
196,"Dec 01, 2018",38991,42521,38157,41468,19 314 340,1 075 155 852
197,"Nov 30, 2018",41984,42309,37721,38916,28 861 639,1 008 977 118
198,"Nov 29, 2018",42269,44518,39716,41866,39 544 072,1 085 456 214
199,"Nov 28, 2018",36510,44108,36510,42021,47 624 500,1 089 471 060
200,"Nov 27, 2018",35682,36982,34029,36461,17 966 300,945 329 512
201,"Nov 26, 2018",37761,39378,34117,35806,31 641 100,928 344 688
202,"Nov 25, 2018",38628,38836,32798,37725,40 704 000,978 106 514
203,"Nov 24, 2018",43420,44301,36933,38458,25 740 400,997 092 908
204,"Nov 23, 2018",44062,44662,41671,43412,24 258 500,1 125 551 172
205,"Nov 22, 2018",47885,48532,44255,44255,18 689 900,1 147 394 729
206,"Nov 21, 2018",45149,48230,43027,47780,33 938 000,1 238 792 838
207,"Nov 20, 2018",52658,52732,42868,44777,65 556 800,1 160 931 252
208,"Nov 19, 2018",61903,61903,51989,52582,53 737 000,1 363 284 259
209,"Nov 18, 2018",60803,62933,60803,61916,16 669 400,1 605 295 314
210,"Nov 17, 2018",61062,61062,59554,60675,17 926 300,1 573 112 041
211,"Nov 16, 2018",63242,64053,60242,61151,27 544 700,1 585 474 069
212,"Nov 15, 2018",64847,65245,58250,63543,60 267 800,1 647 483 843
213,"Nov 14, 2018",73439,73441,61800,64824,54 964 400,1 680 683 457
214,"Nov 13, 2018",75883,75965,73252,73603,20 329 300,1 908 320 544
215,"Nov 12, 2018",76818,77216,74949,76001,20 975 100,1 970 491 066
216,"Nov 11, 2018",75165,77373,74438,76481,23 663 500,1 982 925 689
217,"Nov 10, 2018",74167,75992,74056,75221,15 012 100,1 950 249 802
218,"Nov 09, 2018",76324,77429,73912,74226,23 756 800,1 924 449 774
219,"Nov 08, 2018",78391,79424,76263,76493,32 149 600,1 983 244 592
220,"Nov 07, 2018",81020,81310,78017,78544,36 852 900,2 036 408 050
221,"Nov 06, 2018",76337,80952,76337,80952,49 473 200,2 084 951 304
222,"Nov 05, 2018",75961,78880,74745,76148,34 358 100,1 974 302 345
223,"Nov 04, 2018",71492,77307,71291,76229,52 924 200,1 976 402 438
224,"Nov 03, 2018",72561,72621,70822,71479,14 948 900,1 853 235 890
225,"Nov 02, 2018",70814,73040,70788,72584,18 823 400,1 881 885 303
226,"Nov 01, 2018",69698,71464,69119,70867,11 256 600,1 837 384 079
227,"Oct 31, 2018",69723,69829,67883,69705,16 366 000,1 807 238 674
228,"Oct 30, 2018",69632,70024,69226,69647,11 418 800,1 805 750 460
229,"Oct 29, 2018",73042,73215,68899,69627,21 315 700,1 805 221 548
230,"Oct 28, 2018",73030,73296,72361,73166,11 226 100,1 896 990 414
231,"Oct 27, 2018",73687,73792,72868,72886,10 316 000,1 889 715 278
232,"Oct 26, 2018",73748,73960,72679,73713,13 464 800,1 911 154 372
233,"Oct 25, 2018",74289,74345,73163,73859,12 567 300,1 914 952 688
234,"Oct 24, 2018",74612,75652,74150,74321,14 151 400,1 926 918 031
235,"Oct 23, 2018",75864,76139,73072,74743,20 710 600,1 937 869 626
236,"Oct 22, 2018",75754,76510,75145,75776,16 871 700,1 964 652 290
237,"Oct 21, 2018",76305,77536,75602,75873,17 620 200,1 967 169 808
238,"Oct 20, 2018",75789,77146,75202,76342,20 363 900,1 979 319 234
239,"Oct 19, 2018",75022,76463,74427,75836,18 153 800,1 966 215 692
240,"Oct 18, 2018",77536,77955,74260,75131,28 634 400,1 947 931 922
241,"Oct 17, 2018",75860,78271,75102,77408,36 907 800,2 006 973 047
242,"Oct 16, 2018",74788,76625,74392,75814,26 555 800,1 965 629 740
243,"Oct 15, 2018",70436,78624,69773,74789,71 953 000,1 939 054 493
244,"Oct 14, 2018",73063,73775,70715,71293,26 250 600,1 848 416 047
245,"Oct 13, 2018",72637,74890,72471,73103,23 571 900,1 895 336 267
246,"Oct 12, 2018",70339,75880,69839,73214,40 979 000,1 898 221 950
247,"Oct 11, 2018",84525,84552,70026,70939,72 659 700,1 839 248 235
248,"Oct 10, 2018",86345,86432,83542,84679,35 888 200,2 195 465 443
249,"Oct 09, 2018",86773,87511,84461,86357,38 710 200,2 238 978 845
250,"Oct 08, 2018",84531,88169,83198,86607,62 079 800,2 245 470 984
251,"Oct 07, 2018",81454,85151,80741,84658,34 848 400,2 194 941 716
252,"Oct 06, 2018",83309,83729,80985,81303,26 277 600,2 107 948 616
253,"Oct 05, 2018",81381,83091,80690,82991,31 160 900,2 151 708 326
254,"Oct 04, 2018",80818,82789,80534,81304,31 665 100,2 107 977 136
255,"Oct 03, 2018",82032,82405,79175,80789,38 063 700,2 094 614 324
256,"Oct 02, 2018",84604,84681,82388,82525,34 775 200,2 139 639 274
257,"Oct 01, 2018",85292,85806,82636,84469,42 076 400,2 190 041 499
258,"Sep 30, 2018",84368,86804,83421,85195,49 853 100,2 208 861 960
259,"Sep 29, 2018",83712,86371,81708,84606,55 854 000,2 193 583 137
260,"Sep 28, 2018",86403,88327,82045,84032,89 113 600,2 178 690 628
261,"Sep 27, 2018",79466,87636,78421,86001,101 911 000,2 229 764 364
262,"Sep 26, 2018",80992,82871,77172,79476,64 321 400,2 060 579 858
263,"Sep 25, 2018",82303,82303,75378,81028,87 535 200,2 100 805 708
264,"Sep 24, 2018",89706,91354,82314,82754,89 522 100,2 145 558 424
265,"Sep 23, 2018",83488,93225,82894,89754,149 996 000,2 327 045 326
266,"Sep 22, 2018",87660,88390,80326,83193,82 526 800,2 156 937 816
267,"Sep 21, 2018",81778,89908,81230,87606,212 274 000,2 271 359 163
268,"Sep 20, 2018",72439,82661,71514,81493,103 788 000,2 112 885 130
269,"Sep 19, 2018",69146,74414,67413,72350,96 071 300,1 875 826 146
270,"Sep 18, 2018",63568,70220,62599,69430,67 159 000,1 800 126 878
271,"Sep 17, 2018",69854,70270,63415,63899,48 609 600,1 656 713 880
272,"Sep 16, 2018",69153,69981,66620,69963,32 643 600,1 813 922 673
273,"Sep 15, 2018",67928,70365,67798,69322,34 842 300,1 797 311 198
274,"Sep 14, 2018",70094,70719,66107,68248,62 256 800,1 769 475 895
275,"Sep 13, 2018",67053,70931,65717,69829,86 011 700,1 810 453 630
276,"Sep 12, 2018",70794,70794,61708,66745,91 272 400,1 730 491 952
277,"Sep 11, 2018",74180,74750,67145,70513,47 614 500,1 828 198 118
278,"Sep 10, 2018",77277,78133,72209,73508,44 682 000,1 905 844 508
279,"Sep 09, 2018",78443,81148,75026,76643,47 870 100,1 987 128 467
280,"Sep 08, 2018",84120,85130,77505,78235,35 208 700,2 028 396 585
281,"Sep 07, 2018",88521,89645,83456,83983,41 868 100,2 177 433 165
282,"Sep 06, 2018",87525,89429,83130,88666,73 239 200,2 298 847 044
283,"Sep 05, 2018",105267,106217,87569,87569,98 708 900,2 270 418 011
284,"Sep 04, 2018",103484,106509,103385,105265,54 317 400,2 729 213 080
285,"Sep 03, 2018",104650,105193,102529,103607,53 687 200,2 686 225 997
286,"Sep 02, 2018",106903,107182,102511,104432,58 391 900,2 707 615 830
287,"Sep 01, 2018",101877,108901,101877,106827,70 208 900,2 769 711 164
288,"Aug 31, 2018",100902,102756,99255,102196,42 250 400,2 649 642 901
289,"Aug 30, 2018",105205,107144,97286,100560,64 807 500,2 607 226 213
290,"Aug 29, 2018",105611,108924,102186,105469,83 582 300,2 734 502 203
291,"Aug 28, 2018",100565,106655,100032,105480,79 059 500,2 734 787 400
292,"Aug 27, 2018",93178,100795,92522,100264,55 515 600,2 599 551 800
293,"Aug 26, 2018",94262,94625,91405,93338,26 907 400,2 419 973 132
294,"Aug 25, 2018",94305,95007,92350,94282,30 674 700,2 444 461 250
295,"Aug 24, 2018",92846,94363,90948,94077,35 302 400,2 439 148 793
296,"Aug 23, 2018",90205,93339,89165,92453,37 397 400,2 397 040 638
297,"Aug 22, 2018",95016,100128,88088,90149,64 566 000,2 337 294 297
298,"Aug 21, 2018",93161,96051,91919,95003,49 545 100,2 463 159 853
299,"Aug 20, 2018",102243,103728,93618,93764,53 939 600,2 431 015 471
300,"Aug 19, 2018",99744,104358,98120,102437,51 106 900,2 655 891 325
301,"Aug 18, 2018",109847,112477,97485,99785,101 454 000,2 587 119 770
302,"Aug 17, 2018",95682,109917,95172,109887,103 569 000,2 849 048 000
303,"Aug 16, 2018",95036,98572,93198,95331,50 188 900,2 471 645 783
304,"Aug 15, 2018",95489,101081,94665,95040,91 346 700,2 464 119 155
305,"Aug 14, 2018",102779,102779,86951,94662,111 693 000,2 454 300 573
306,"Aug 13, 2018",113183,115714,102698,102910,56 974 900,2 668 154 829
307,"Aug 12, 2018",112497,114788,111658,112970,35 031 500,2 928 981 159
308,"Aug 11, 2018",116444,116669,109195,112439,65 816 400,2 915 213 884
309,"Aug 10, 2018",124091,124966,113747,116355,71 125 700,3 016 744 292
310,"Aug 09, 2018",114507,127082,114507,123507,93 016 600,3 202 174 701
311,"Aug 08, 2018",125594,125594,112637,113752,82 209 700,2 949 256 128
312,"Aug 07, 2018",130923,133100,124601,125378,57 321 700,3 250 684 250
313,"Aug 06, 2018",130919,136404,128161,130553,57 534 800,3 384 856 840
314,"Aug 05, 2018",127292,132030,125517,131721,43 901 500,3 415 139 658
315,"Aug 04, 2018",130771,134591,125412,127547,54 577 300,3 306 920 066
316,"Aug 03, 2018",131416,134835,124545,130255,77 768 900,3 377 130 573
317,"Aug 02, 2018",141316,142481,130469,131941,68 531 400,3 420 843 614
318,"Aug 01, 2018",143086,145038,137180,140901,79 987 900,3 653 150 166
319,"Jul 31, 2018",154067,154187,140773,143297,93 183 800,3 715 271 427
320,"Jul 30, 2018",163234,163234,149280,154087,69 612 600,3 995 024 518
321,"Jul 29, 2018",164163,164772,160419,163313,47 319 500,4 234 227 671
322,"Jul 28, 2018",166228,166228,160024,163380,51 592 200,4 235 964 785
323,"Jul 27, 2018",164450,168709,156660,165540,103 693 000,4 291 967 257
324,"Jul 26, 2018",172416,174740,162497,164765,84 282 200,4 271 873 777
325,"Jul 25, 2018",172360,175304,166820,172731,123 649 000,4 478 408 821
326,"Jul 24, 2018",164736,176757,161279,173172,191 390 000,4 489 842 659
327,"Jul 23, 2018",169526,179393,164028,164028,147 071 008,4 252 765 526
328,"Jul 22, 2018",163874,177814,163061,170277,139 332 992,4 414 783 790
329,"Jul 21, 2018",161994,168841,155729,163637,125 996 000,4 242 628 042
330,"Jul 20, 2018",179893,182650,161644,162175,215 667 008,4 204 722 665
331,"Jul 19, 2018",178986,189499,172312,180869,216 980 992,4 689 403 321
332,"Jul 18, 2018",170299,192930,170299,179378,323 366 016,4 650 746 059
333,"Jul 17, 2018",154915,174619,150379,170865,133 441 000,4 430 028 907
334,"Jul 16, 2018",142277,156755,140978,156118,90 578 096,4 047 682 398
335,"Jul 15, 2018",137029,145511,135277,142262,50 143 900,3 688 436 909
336,"Jul 14, 2018",138365,139891,133851,137092,55 022 100,3 554 393 954
337,"Jul 13, 2018",127299,141729,126027,137887,92 778 496,3 575 005 975
338,"Jul 12, 2018",131560,131560,123154,127181,37 623 900,3 297 430 758
339,"Jul 11, 2018",128801,133925,126466,131483,50 179 700,3 408 969 016
340,"Jul 10, 2018",139729,140654,128792,128792,62 318 800,3 339 199 269
341,"Jul 09, 2018",145345,146111,139948,139971,42 768 500,3 629 037 990
342,"Jul 08, 2018",149953,151385,144762,145389,48 142 400,3 769 510 858
343,"Jul 07, 2018",146257,150373,138904,150373,47 965 500,3 898 731 378
344,"Jul 06, 2018",148749,148749,139473,146084,69 138 800,3 787 530 172
345,"Jul 05, 2018",151597,154572,145104,148921,73 881 296,3 861 085 272
346,"Jul 04, 2018",150200,159904,146883,150960,86 594 896,3 913 950 568
347,"Jul 03, 2018",158522,166687,149461,150655,108 280 000,3 906 042 812
348,"Jul 02, 2018",142591,161936,138639,158278,161 860 000,4 103 684 871
349,"Jul 01, 2018",138264,145731,133866,142208,108 733 000,3 687 036 847
350,"Jun 30, 2018",126036,138372,126036,137671,104 599 000,3 569 405 728
351,"Jun 29, 2018",119397,127436,114674,125720,65 802 200,3 259 551 308
352,"Jun 28, 2018",127393,128503,118498,119320,42 250 100,3 093 618 057
353,"Jun 27, 2018",126551,128000,123925,127444,37 072 400,3 304 249 578
354,"Jun 26, 2018",135623,136055,126099,126099,32 927 500,3 269 377 668
355,"Jun 25, 2018",132321,138254,128556,135269,57 752 100,3 507 128 905
356,"Jun 24, 2018",138355,138592,121962,132703,73 037 504,3 440 600 042
357,"Jun 23, 2018",140334,143279,134852,137868,38 721 800,3 574 513 361
358,"Jun 22, 2018",158460,159019,137429,139839,79 062 000,3 625 615 617
359,"Jun 21, 2018",162051,163757,157551,158556,41 237 700,4 110 892 596
